	features	ambiguous_features	spliced_features	unspliced_features	gene_count_corr	means	dispersions	dispersions_norm	velocity_gamma	velocity_r2	velocity_genes	spearmans_score	velocity_score	to 17	to 10	to 11	to 1
CLSTN1	CLSTN1	CLSTN1	CLSTN1	CLSTN1	-0.0418	0.816186	0.33913273	0.019353453	0.4306628	-1.3422060012817383	False	0.3101310587296689	0	-0.027080911191268254	0.037653091210143534	-0.0528301467095522	0.026855281186437735
SRM	SRM	SRM	SRM	SRM	0.2714	1.0825834	0.619415	0.5476641	0.057876736	-0.05777549743652344	False	0.4553367803592273	0	-0.02580125348318432	-0.05974076080361958	0.13589735869931238	-0.023048566845610557
FBXO2	FBXO2	FBXO2	FBXO2	FBXO2	-0.0717	0.3372445	0.7141086	1.2805517	0.027530765	-0.10691452026367188	False	0.2711225126587315	0	-0.04042743617019502	-0.04236608151674022	-0.054757167336283996	0.08832405956610281
MTHFR	MTHFR	MTHFR	MTHFR	MTHFR	-0.0274	0.27827692	0.2790977	0.038455337	0.3085309	-0.44030463695526123	False	0.23459790814513598	0	-0.018365073762618922	0.009189356720399522	-0.03876842270173086	0.03027579932403409
DHRS3	DHRS3	DHRS3	DHRS3	DHRS3	-0.0805	0.42037213	0.40105456	0.3496713	0.63280904	0.42681461572647095	True	0.6117660079282332	1	0.03337542185612716	-0.05225493223230402	-0.04891938910638579	0.03741862652623358
ZBTB17	ZBTB17	ZBTB17	ZBTB17	ZBTB17	-0.0606	0.22975352	0.2805394	0.0426966	0.505392	-0.37931573390960693	False	0.14929895056737666	0	0.11230632303355714	-0.044211254830937886	0.006075753002226276	-0.05736892121018824
EPHA2	EPHA2	EPHA2	EPHA2	EPHA2	0.059	0.37756017	0.4616498	0.529854	0.4322021	0.12470704317092896	True	0.5585071307398668	2	-0.09193353379910096	-0.01437274243038292	-0.0050409494634088715	0.07898884610732211
PADI2	PADI2	PADI2	PADI2	PADI2	-0.0371	0.13747321	0.5170581	0.73850536	0.3484614	0.3617684841156006	True	0.6256561227115178	7	0.027902815468688603	0.20521759473482193	-0.03962201275819779	-0.12692470455464624
CAMK2N1	CAMK2N1	CAMK2N1	CAMK2N1	CAMK2N1	-0.196	1.9681971	1.7241788	1.6844424	0.004985465	0.07034832239151001	False	0.3893676447873985	0	0.22676783051353996	0.2083694176626328	-0.07321114995933833	-0.25404348484959594
RAP1GAP	RAP1GAP	RAP1GAP	RAP1GAP	RAP1GAP	-0.1078	0.1167789	1.4084839	3.3609698	0.08641529	0.39632242918014526	True	0.2427161559577897	0	0.0906457525289369	0.5397394652745632	-0.029268900553094238	-0.39030119582247985
WNT4	WNT4	WNT4	WNT4	WNT4	-0.1099	0.039879948	1.3564268	3.2078245	0.13438934	0.7643063068389893	True	0.44654072113407406	0	0.13917431790524862	0.4044692914845137	-0.031259444938144684	-0.3388979220595473
HNRNPR	HNRNPR	HNRNPR	HNRNPR	HNRNPR	0.078	0.9647974	0.5499971	0.3624735	0.28605232	-0.01237940788269043	False	0.6291205912015475	0	-0.02867268681171095	-0.0999079712220133	0.07946228292935573	0.037520684282655446
TCEA3	TCEA3	TCEA3	TCEA3	TCEA3	-0.0927	1.1971399	0.538849	0.332733	0.1233154	0.2907348871231079	True	0.5278843570989593	0	-0.0430018473812467	0.20520052797633656	-0.004873481016339175	-0.09564452459865133
ASAP3	ASAP3	ASAP3	ASAP3	ASAP3	-0.062	0.029081525	0.4251599	0.46815228	0.58413655	0.5376811921596527	True	0.3016182019926386	0	0.0739939333756881	0.17950071124667288	-0.0145278171644912	-0.15892169187815763
ID3	ID3	ID3	ID3	ID3	-0.0454	2.1074018	2.227576	2.5645616	0.00046988687	-0.11790335178375244	False	0.0	0	0.043412636109106555	0.09922546106046115	0.018868423436698437	-0.10543879523812216
STMN1	STMN1	STMN1	STMN1	STMN1	-0.0361	0.23055361	0.5441666	0.8182553	0.05640261	0.23932486772537231	True	0.45706492749558303	11	0.27889979629532763	-0.08666595147769905	-0.0026447403153177277	-0.14670918714347586
CRYBG2	CRYBG2	CRYBG2	CRYBG2	CRYBG2	-0.0141	0.16701375	0.4211784	0.45643917	0.44770765	0.45308446884155273	True	0.5422290540020479	5	-0.05936803191611847	-0.022112421761666202	-0.0008202790026947622	0.05769893413617327
IFI6	IFI6	IFI6	IFI6	IFI6	-0.0708	0.38460293	2.4084597	6.3187823	0.011677291	0.09536802768707275	True	0.3938994232430413	0	0.12874025261574978	0.12009548509690963	-0.07117825412947518	-0.12801122205449364
COL16A1	COL16A1	COL16A1	COL16A1	COL16A1	-0.1275	0.10859244	0.9993687	2.1574037	0.046478607	0.5356773138046265	True	0.4808097495226735	0	0.23783334148553645	0.12690150200432115	-0.05093441339592106	-0.22361635208013328
MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	-0.156	2.5461712	1.8326144	1.2679279	0.0012199666	-0.06092429161071777	False	0.042192878113651695	0	0.36866000275526234	-0.11120185931272374	-0.03388441511276385	-0.17824277859366985
YARS	YARS	YARS	YARS	YARS	0.0767	0.8006489	0.3428402	0.030692887	0.47994554	-0.35719120502471924	False	0.4103810695539139	0	-0.08611381901901977	0.04349337875459424	0.05323298283312672	0.003998722274155642
TMEM54	TMEM54	TMEM54	TMEM54	TMEM54	0.1799	2.066194	0.89287204	0.23101959	0.060638245	-1.1727268695831299	False	0.6687990925832824	0	-0.2847885268784847	0.017508034107045798	0.11783737723133268	0.12725035707216734
PHC2	PHC2	PHC2	PHC2	PHC2	-0.0871	0.58843505	0.5355946	0.74973226	0.15047874	0.297846257686615	True	0.4246031902757003	7	0.23179784530700775	-0.030941935540809547	-0.007626521800458441	-0.14474390023424472
SFPQ	SFPQ	SFPQ	SFPQ	SFPQ	0.1695	1.3054172	0.9119859	0.76839644	0.14947179	-2.7924094200134277	False	0.4127479040339562	0	0.02990532152999445	-0.09486206704733088	0.04761532170586209	0.010334854026579719
KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	-0.115	0.7342646	0.34030473	0.022938056	0.81217575	-0.0586627721786499	False	0.5680393838565713	0	0.03852844931158532	0.08906631599466919	-0.02948364247968829	-0.06712365566745401
CLSPN	CLSPN	CLSPN	CLSPN	CLSPN	0.2012	0.23547114	0.8146702	1.6140435	0.49818793	0.8639064133167267	True	0.7653058712045508	0	-0.04924498586697063	-0.03909251000748683	0.33428875648542217	-0.13528725462977823
LINC01137	LINC01137	LINC01137	LINC01137	LINC01137	-0.0158	0.11438722	0.28513497	0.05621624	0.55758	-0.23609483242034912	False	0.14887760398281225	0	-0.012132404810270505	0.049764215363007	-0.02193806887744274	-0.009792523693148869
RRAGC	RRAGC	RRAGC	RRAGC	RRAGC	-0.0446	0.46625355	0.3335471	0.1489347	0.08981517	-0.8829271793365479	False	0.16687051625199184	0	0.021898201418924613	-0.01907815420793533	-0.03365308121231253	0.015842587498005836
P3H1	P3H1	P3H1	P3H1	P3H1	-0.0363	0.08257588	0.29205117	0.07656285	0.21115404	-0.10254764556884766	False	0.09835426546519985	0	0.03595487341556851	0.16909360659982234	-0.021559155991304393	-0.12051932823220558
SVBP	SVBP	SVBP	SVBP	SVBP	-0.1007	0.7238886	0.46974307	0.4188305	0.046194114	0.2592032551765442	True	0.29768615207026894	0	0.27488791297041576	-0.022072958611291906	-0.0443643846763674	-0.16020467177469022
SLC2A1	SLC2A1	SLC2A1	SLC2A1	SLC2A1	0.0176	2.1549325	2.0553532	2.5230672	0.16033977	0.4074603319168091	True	0.6617315536842733	4	-0.23502725038213487	-0.12119092480456306	-0.0030159213423382866	0.24957261034467768
EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	0.1375	1.4581922	0.6291648	0.16559067	0.036950193	-0.464133620262146	False	0.1588058124331914	0	-0.11446724163735068	-0.09281607407117795	0.09889717641794005	0.08411893848842676
HYI	HYI	HYI	HYI	HYI	-0.0708	0.21854314	0.3245676	0.17222215	0.02893561	0.04165273904800415	True	0.25286274987387974	0	0.06807929262726753	0.20014475116342137	-0.05881040936406049	-0.14172721534221375
EFCAB14	EFCAB14	EFCAB14	EFCAB14	EFCAB14	0.0362	1.0874531	0.78205544	0.9815508	0.20450047	-0.57817542552948	False	0.1614039802867047	0	-0.09514410185591433	-0.01817181414850393	-0.008876746230939907	0.08597759088052888
SPATA6	SPATA6	SPATA6	SPATA6	SPATA6	-0.0452	0.09634054	0.3550611	0.26193035	0.3851134	0.20253807306289673	True	0.44789054155491326	0	0.10939316196205585	-0.035108700195504855	-0.010994976858938951	-0.05100348116425052
TTC39A	TTC39A	TTC39A	TTC39A	TTC39A	-0.0801	0.31929502	0.4329451	0.44449922	0.12285753	0.09778022766113281	True	0.37075739309363814	0	0.036720509743152385	0.24167663138345166	-0.008638233891898833	-0.17456481181297254
YIPF1	YIPF1	YIPF1	YIPF1	YIPF1	-0.0581	0.2409064	0.29942358	0.09825151	0.12427122	0.04085260629653931	True	0.14980556077644655	0	0.10941711551413404	0.0413139443041391	0.004950749847973959	-0.10871027258957058
TMEM59	TMEM59	TMEM59	TMEM59	TMEM59	-0.3291	2.3994443	1.0216306	0.3501557	0.034431607	-0.11447024345397949	False	0.44622352117570563	0	0.20228276845956053	0.043957961752717906	-0.11015504274022804	-0.11055825663037604
SSBP3	SSBP3	SSBP3	SSBP3	SSBP3	-0.0765	0.15573753	0.48575437	0.6464137	1.7419248	-1.0610370635986328	False	0.36284275816284844	0	0.22876119438740866	-0.02336708721213021	-0.03841638543294989	-0.12928338073273601
DHCR24	DHCR24	DHCR24	DHCR24	DHCR24	0.2677	1.1437638	0.6384328	0.5983992	0.11419084	-0.41095852851867676	False	0.6197350643416214	0	-0.19081865952533858	-0.05557962643131197	0.09890765988522254	0.1161529105827535
LINC01748	LINC01748	LINC01748	LINC01748	LINC01748	-0.093	0.059783284	0.5345027	0.7898253	12.905457	-0.7465922832489014	False	0.3112708515088898	0	0.12928193836237034	0.0024291361064391758	-0.0335995494531991	-0.07598758238988818
ITGB3BP	ITGB3BP	ITGB3BP	ITGB3BP	ITGB3BP	0.1747	0.5811335	0.40057865	0.34825614	0.79594296	0.0013497471809387207	False	0.6492865945886392	0	-0.039509322206509906	-0.04688054291282738	0.1039055853895952	-0.0024568378534240874
WDR78	WDR78	WDR78	WDR78	WDR78	-0.0876	0.08453384	0.41926593	0.45081297	2.508855	-0.41476714611053467	False	0.5451607742011907	0	0.08247806977667244	0.022165133708443637	-0.04024820647598721	-0.05049615174027278
GNG12	GNG12	GNG12	GNG12	GNG12	0.001	1.1324047	0.4489551	0.09291711	0.4922826	-0.05240190029144287	False	0.6443526061570627	0	-0.14137642334626319	-0.04973697243121568	-0.028587372820230904	0.15116027279219169
DEPDC1	DEPDC1	DEPDC1	DEPDC1	DEPDC1	0.2566	0.36980078	1.102878	2.4365754	0.06917539	0.5985738635063171	True	0.7652822240732967	13	-0.05288233688540301	-0.013439353858539083	-0.013211757665948603	0.05475035905652205
TTLL7	TTLL7	TTLL7	TTLL7	TTLL7	-0.0771	0.02169636	1.0019846	2.1650994	0.4446395	0.7658787667751312	True	0.26359070836752785	0	0.34786903855827606	-0.028123549988439668	-0.008604451633860618	-0.23047273580498745
BCL10	BCL10	BCL10	BCL10	BCL10	-0.0864	0.8393727	0.39346004	0.18551573	0.34238675	-0.3100855350494385	False	0.3147630965826804	0	-0.06236623698879744	-0.016684906206244205	-0.05054543260337526	0.08558500217077149
GBP2	GBP2	GBP2	GBP2	GBP2	-0.0706	0.13806504	0.40814373	0.41809282	0.12655947	0.04282015562057495	True	0.42206024353624966	0	-0.035699651709135444	-0.027748414418691806	-0.04380257309551721	0.0692152948216989
BCAR3	BCAR3	BCAR3	BCAR3	BCAR3	-0.073	0.18753126	0.31752643	0.15150788	0.63601154	-4.882789611816406	False	0.23439887857123687	0	-0.02703418869612672	0.18271220858652942	-0.02120050668182175	-0.08347839542806111
GCLM	GCLM	GCLM	GCLM	GCLM	0.09	0.70394605	0.43683085	0.31816712	0.13578106	0.05512923002243042	True	0.5740225066852976	0	-0.07087939219528126	-0.05461799722633387	0.14807567302445082	-0.0006008708429871379
ARHGAP29	ARHGAP29	ARHGAP29	ARHGAP29	ARHGAP29	0.0235	0.06304854	0.38250098	0.34265494	0.6616885	0.38133108615875244	True	0.4708479758269577	6	0.0030150311837888037	-0.034885382242826356	-0.017584838740143948	0.0301773296321674
F3	F3	F3	F3	F3	-0.0127	0.12521836	0.46842146	0.59542245	0.079012476	0.19233250617980957	True	0.3188309509689138	9	0.019786796005847103	0.11890535816782484	0.015851047084282695	-0.09891703363738465
CNN3	CNN3	CNN3	CNN3	CNN3	0.0365	0.9287479	0.43565398	0.05743291	0.15776262	-0.3502925634384155	False	0.5591626508391613	0	0.01754764144060083	-0.14052849670577935	0.03958860094490562	0.052925707246269306
SASS6	SASS6	SASS6	SASS6	SASS6	0.1491	0.2729856	0.3393759	0.21578641	0.36522388	0.6530418992042542	True	0.6708833427766518	0	0.011050187979587293	-0.03168800119928878	0.07173098193278042	-0.030030798117800826
VAV3	VAV3	VAV3	VAV3	VAV3	-0.1376	1.0004811	0.648942	0.6264353	1.6148093	0.6989471912384033	True	0.8557955385062758	10	-0.08181259054208312	-0.07767224829629764	-0.07358104872903756	0.151824230893207
WDR47	WDR47	WDR47	WDR47	WDR47	-0.0337	0.077181265	0.32539845	0.17466635	0.770234	-0.49143075942993164	False	0.22896783355731112	0	0.10640579601249786	0.05826245621489516	-0.017367686308922176	-0.10416192485375626
PSRC1	PSRC1	PSRC1	PSRC1	PSRC1	0.1931	0.21402672	0.5194978	0.7456827	0.0058079273	0.0960511565208435	True	0.39349058806923315	0	-0.03344628406265569	-0.008085248230747771	-0.037297590748022635	0.05132370846924333
SLC16A4	SLC16A4	SLC16A4	SLC16A4	SLC16A4	-0.02	0.04956508	0.27910045	0.038463388	0.7167622	-1.5497746467590332	False	0.0	0	-0.02790796984374054	-0.011459578486474243	-0.020539901993131337	0.03960640165059903
RHOC	RHOC	RHOC	RHOC	RHOC	0.042	1.5755404	0.8167671	0.48833716	0.014674316	-0.29619288444519043	False	0.12957841910504236	0	-0.14073910877704543	-0.00425410287000264	-0.009037242814219963	0.11046776532788104
RSBN1	RSBN1	RSBN1	RSBN1	RSBN1	-0.0654	0.51567	0.29585204	0.036846727	0.31643802	-0.08518671989440918	False	0.3694898076609862	0	0.06265769749478092	0.0010177075613150106	-0.061020895238712076	-0.01051378954126758
PTPN22	PTPN22	PTPN22	PTPN22	PTPN22	-0.047	0.021955	0.3084192	0.1247155	3.9198852	-0.4537774324417114	False	0.35574814757218703	0	-0.024303696757623117	-0.01367983637311342	-0.019644086560807492	0.03786156069544124
BCL2L15	BCL2L15	BCL2L15	BCL2L15	BCL2L15	-0.0536	0.38421842	0.29069558	0.021513818	0.22703354	-0.14180564880371094	False	0.4369078742738699	0	-0.11671850939812432	-0.06409283415959845	-0.015445211980521184	0.1345863307035144
IGSF3	IGSF3	IGSF3	IGSF3	IGSF3	-0.0683	0.34585539	0.36507952	0.24269785	0.27667117	-0.10494875907897949	False	0.4267220077643692	0	-0.005479843191296176	-0.09318859138342901	-0.039772724496085224	0.08624733723051946
ZNF697	ZNF697	ZNF697	ZNF697	ZNF697	-0.0443	0.04150987	0.3347315	0.20212306	0.38852525	-0.521874189376831	False	0.05445621022223042	0	0.10088248874106534	-0.0121056275777247	-0.02020241037810185	-0.05396327240440296
HMGCS2	HMGCS2	HMGCS2	HMGCS2	HMGCS2	-0.0468	1.1273079	2.1347742	4.590287	0.110421695	0.42068004608154297	True	0.7682032819719758	11	-0.01674272306119984	0.024840487282410142	-0.08325988400796967	0.04526307401777541
REG4	REG4	REG4	REG4	REG4	-0.0615	1.0289222	4.7301693	11.514193	0.033833902	0.9266885071992874	True	0.5696048439007221	0	0.10723531492447405	0.6214716924288505	-0.05202634309515431	-0.44075130484612507
SEC22B	SEC22B	SEC22B	SEC22B	SEC22B	-0.0707	0.29269043	0.27476045	0.025695702	0.12031681	0.12001240253448486	True	0.16655948820421135	0	0.1057076356780769	0.09670330351896775	-0.029211034176183582	-0.12103213722650413
PDZK1	PDZK1	PDZK1	PDZK1	PDZK1	-0.039	0.024493538	0.32912838	0.18563937	2.781418	0.1527937650680542	True	0.47357689542494996	11	-0.025944216925752734	-0.01895931790357709	-0.022903556788655376	0.04430588134350694
PRKAB2	PRKAB2	PRKAB2	PRKAB2	PRKAB2	-0.1017	0.5069682	0.34165874	0.17305511	0.20415886	-0.306454062461853	False	0.27975169370067154	0	-0.017709976846748406	0.003717005671439652	-0.04026222347707438	0.0341359531512205
MTMR11	MTMR11	MTMR11	MTMR11	MTMR11	-0.0574	0.53676116	0.3768789	0.27778378	0.5793748	0.15351837873458862	True	0.5901039551172941	19	-0.08856831300472467	0.10086151807018137	-0.04902347186384327	0.02941121751086521
OTUD7B	OTUD7B	OTUD7B	OTUD7B	OTUD7B	-0.0758	0.4581011	0.42734373	0.4278433	1.0400742	-0.5930618047714233	False	0.4698770665179248	0	0.05987358021951145	-0.008164190332308805	-0.06335399691021541	-0.0013108270789137675
ANP32E	ANP32E	ANP32E	ANP32E	ANP32E	0.18	0.94195044	0.8728103	1.2236634	0.18736222	0.6499565243721008	True	0.8467909895679172	0	-0.11578963735413492	-0.10433408718469436	0.044669477278623256	0.12414296742850688
MCL1	MCL1	MCL1	MCL1	MCL1	-0.096	1.6853501	0.9081076	0.6893997	0.06515989	-0.0006928443908691406	False	0.4992562743108112	0	0.05050858919557926	-0.0441816314592765	-0.07285309122556027	0.03385951553044294
CTSS	CTSS	CTSS	CTSS	CTSS	-0.1023	0.5378157	0.48687	0.6048474	0.6902067	-0.04165530204772949	False	0.5901259897732416	0	-0.11413572318471035	-0.07271874666679605	-0.022854188538338933	0.14250378509030784
SELENBP1	SELENBP1	SELENBP1	SELENBP1	SELENBP1	-0.1253	1.3206218	1.3752826	1.7558688	0.012663814	-0.1558518409729004	False	0.07418171818912067	0	0.030290317798389935	0.08239814028403898	-0.03821655915714146	-0.051789523501899574
S100A10	S100A10	S100A10	S100A10	S100A10	0.0415	4.515654	3.0949128	1.7558149	0.038863894	0.45221418142318726	True	0.7245284229132456	10	-0.30401221455768984	0.0481924748603647	-0.008863635594181374	0.196077301498458
S100A11	S100A11	S100A11	S100A11	S100A11	0.0775	3.5081165	2.1512458	0.58058053	0.009548441	0.023904263973236084	False	0.40867168558857797	0	-0.2402788920550341	-0.08716307566620408	0.014639870967924538	0.22152481226342258
S100A6	S100A6	S100A6	S100A6	S100A6	0.0541	5.1740217	3.290543	2.147363	0.022747975	-2.3874387741088867	False	0.6921795034967643	0	-0.06115662534797139	0.2131468506695393	0.02619199653876331	-0.10565459330742683
S100A4	S100A4	S100A4	S100A4	S100A4	0.035	4.164169	4.0573306	1.8618623	0.00343334	0.30095112323760986	False	0.7519777977047606	0	-0.20117066434007935	0.02697959939616854	-0.07238045833711453	0.1718289076707469
S100A2	S100A2	S100A2	S100A2	S100A2	0.1052	1.6908357	2.9932494	5.2793016	0.028145637	0.5273851454257965	True	0.6980093234341433	16	-0.0932292790585665	-0.03795782574738585	-0.05604072382215609	0.1247358571411984
S100A16	S100A16	S100A16	S100A16	S100A16	0.0468	2.3290193	1.0134782	0.33301905	0.013243409	-0.9288579225540161	False	0.12385001652643664	0	0.07211645093977068	0.003178407483487632	-0.036209193504367576	-0.03330659331388328
S100A14	S100A14	S100A14	S100A14	S100A14	0.05	3.2377038	1.6996533	0.23324811	0.0018258498	-1.8166415691375732	False	0.10477973878398121	0	-0.3276541713015601	0.12148311732257497	-0.019922893190915048	0.1734080689562202
ILF2	ILF2	ILF2	ILF2	ILF2	0.1178	1.925766	0.90183747	0.24669439	0.031255864	-0.22044527530670166	False	0.49504551880680725	0	0.06609730129988627	-0.017450818694213863	0.05900013639263843	-0.07166114698590563
TPM3	TPM3	TPM3	TPM3	TPM3	0.1956	2.2536194	0.88596934	0.06499228	0.29124123	0.5674895644187927	True	0.8264518072799966	0	-0.11592368440469507	-0.07274406566044264	0.1220024876411937	0.05894312024187728
PBXIP1	PBXIP1	PBXIP1	PBXIP1	PBXIP1	-0.1756	0.6109134	0.83541614	1.6412653	0.05396852	0.3207876682281494	True	0.41786461101487465	6	0.24406742896453856	-0.022015993434668747	-0.0937263142603526	-0.10887476217961405
THBS3	THBS3	THBS3	THBS3	THBS3	-0.0734	0.11837727	0.26895332	0.00861182	0.42133752	-0.3716038465499878	False	0.16152455684372363	0	0.010082107281083273	0.013165831545187233	-0.022804294554848593	-0.0023081573913648675
RIT1	RIT1	RIT1	RIT1	RIT1	-0.0819	0.5460455	0.35435948	0.21082132	0.16947573	-0.34936702251434326	False	0.31722310268891873	0	0.03437973151060395	0.02619597505883998	-0.0837643165139435	0.00747559751585261
KHDC4	KHDC4	KHDC4	KHDC4	KHDC4	-0.1171	0.75309616	0.38483852	0.15914646	0.40528023	-1.6658062934875488	False	0.009215546221981773	0	-0.03199105622279986	0.005055265859843046	-0.022196291953870007	0.03310261215201236
MEX3A	MEX3A	MEX3A	MEX3A	MEX3A	-0.1549	0.5286154	1.3235786	3.0928388	0.0033161005	0.1083686351776123	False	0.2532507660765568	0	0.4092195897335337	-0.10201595448839482	-0.07498498667498746	-0.18950511265982956
CCT3	CCT3	CCT3	CCT3	CCT3	0.1805	2.402729	0.88588655	0.06481816	0.077273145	0.32276713848114014	True	0.7099461951869273	10	-0.0336077906737629	-0.11337739834315377	0.09372651633122421	0.04127707535867671
MEF2D	MEF2D	MEF2D	MEF2D	MEF2D	-0.094	0.34316647	0.34741914	0.19018392	0.4180606	0.06178349256515503	True	0.5058381540733687	0	0.06150224587698463	0.04217120205648941	-0.04060296563886467	-0.04767053531138415
GPATCH4	GPATCH4	GPATCH4	GPATCH4	GPATCH4	0.176	1.212919	0.5822757	0.44858527	0.0726098	-0.044652581214904785	False	0.4504811215617545	0	-0.10743184276841165	-0.10922512967535151	0.08061521579886195	0.10008889074013154
TAGLN2	TAGLN2	TAGLN2	TAGLN2	TAGLN2	0.3143	2.5300171	1.1103199	0.04205754	0.007905919	-1.245809555053711	False	0.10514262082549537	0	-0.05224026508188447	0.11307608000750685	0.1239830962470979	-0.10614167415525091
IGSF9	IGSF9	IGSF9	IGSF9	IGSF9	-0.0795	0.118551165	0.67786235	1.2115717	0.017506063	0.0644676685333252	True	0.08606574017947458	0	0.23930026758225995	-0.04401576199617461	-0.022799954392979348	-0.1330453661285306
DEDD	DEDD	DEDD	DEDD	DEDD	-0.0258	0.0209747	0.30324098	0.109481834	2.0848532	-2.917120933532715	False	0.0	0	0.014317074252427306	0.032251871867206953	-0.0025838192947978803	-0.029314154455863536
APOA2	APOA2	APOA2	APOA2	APOA2	0.0096	0.0033582326	1.0394359	2.2752762	3.2638974	0.7365843951702118	True	0.25515000857001924	0	0.022818357531381287	-0.0065645773407089015	-0.00747878203010639	-0.008080492460100524
GPA33	GPA33	GPA33	GPA33	GPA33	0.1227	2.207355	1.0811342	0.47523364	0.25879315	0.27336931228637695	True	0.5900461381856628	11	-0.3763680015508975	-0.02809020341000942	0.06964531897247796	0.2510193932228052
MPC2	MPC2	MPC2	MPC2	MPC2	0.1399	2.4415185	0.9177072	0.13170607	0.011845873	-1.748460292816162	False	0.26795505383831353	0	-0.1333746394400772	-0.048625759344743974	0.10814206458427193	0.06451422615655074
GPR161	GPR161	GPR161	GPR161	GPR161	-0.0552	0.04001703	0.5737494	0.9052842	0.3692431	0.5630493760108948	True	0.3851134482491436	0	0.06075516728113409	-0.06589090371669322	-0.019821626318916413	0.009058164197196707
NME7	NME7	NME7	NME7	NME7	-0.1162	0.57810175	0.30510977	0.06437506	0.8229284	0.38275623321533203	True	0.5096953760854002	4	0.12416156743836095	-0.04333787985613412	-0.029818784475587713	-0.045521630870694316
KIFAP3	KIFAP3	KIFAP3	KIFAP3	KIFAP3	-0.0719	0.43225607	0.38857216	0.3125543	0.70751673	-1.226557731628418	False	0.3362023008173038	0	0.13958694985773176	-0.01612476109651193	-0.012512103309426478	-0.0841100515364129
TOR1AIP2	TOR1AIP2	TOR1AIP2	TOR1AIP2	TOR1AIP2	-0.0844	0.84424144	0.41957912	0.265402	0.2818447	0.017267704010009766	True	0.42275441743604025	0	-0.06764183895401138	-0.04013813387359917	-0.04566354010985519	0.10140278754284898
GLUL	GLUL	GLUL	GLUL	GLUL	-0.219	0.81968343	1.1652896	2.5461879	0.0042082598	0.028514862060546875	False	0.20842358949815926	0	0.3953976020017317	0.01921727537004913	-0.04195245378099871	-0.275489543269921
RGS16	RGS16	RGS16	RGS16	RGS16	-0.0952	0.217332	3.1260943	8.413968	0.03734901	0.9734778217971325	True	0.16826061478911322	0	0.45364994259621555	-0.0748369145544698	-0.02317492560767578	-0.26940957787752023
ARPC5	ARPC5	ARPC5	ARPC5	ARPC5	0.0993	1.4916043	0.5549102	0.0073240506	0.09422833	-0.3039250373840332	False	0.15608216018530158	0	0.045264051918772606	-0.09048541621101135	0.037496665337627584	0.0023114630256314598
