0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
CDH17	RASSF6	MGST3	MEIS1	RNF43	PLCD3	IL18	SLC17A4	TSPAN5	TSPAN1	SEC24D	IQGAP3	LGALS4	EPHB2	UGCG	CDK6	ISG20	SNHG19
SPPL2A	SHROOM3	FBLIM1	HPCAL1	MGST3	ABLIM1	MYO7B	CDKN2B	SH3KBP1	CBFA2T2	PRUNE2	NEURL1	PPP3CA	CA2	VSIG2	TMPRSS2	SELENOW	ISG20
NFKBIZ	HPGD	GPRC5A	ADH1C	PRSS3	SDCBP2	GOLM1	TFF3	CRYL1	TXN	SYTL2	WFDC2	FDPS	GMNN	TFF3	PRR5L	NXPE4	UNC5C
AXDND1	IL18	TFF3	TJP3	SEC31A	MT1H	TSPAN5	SCIN	IQGAP3	FOXO3	GNA14	TFF3	NUCKS1	TST	PLAC8	ADH1C	PRSS3	ZNRF3
FBLIM1	FDPS	GNPTAB	QSOX1	TJP3	LCN2	TCF7L2	MEP1A	DYNLL1	MGLL	COX17	TSPAN1	TMEM45B	NAP1L1	LGALS4	C1orf21	SEC31A	ANXA4
HMGCR	EMP1	PHLDA2	EHD4	TPRKB	CD44	SH3KBP1	PPP3CA	PHLDA2	GOLM1	ITPR2	SLC4A4	CDK18	CDKN2B	TJP3	MS4A8	ADIPOR2	PLS1
SCNN1B	HGD	VSNL1	GPRC5A	MUC5B	TCF7L2	HPGD	FAM13A	CDKN2B	ITPR2	CADPS	NEO1	TJP3	MT1H	CYP3A5	IL18	ANKRD36C	EDN1
CRYL1	LAMA3	PLEKHB1	MGLL	MAOA	SCIN	SLC46A3	TJP3	CD44	SLC4A7	TSC22D2	SCIN	WFDC2	CD44	MYO7B	LRRC19	RABAC1	TSPAN1
LRRC19	CCDC68	GPT	SH3KBP1	HMGCS2	TIPARP	MT1H	FLNB	TSPAN8	GMDS	AGR2	DMBT1	ZNRF3	LINC02086	MYH14	GMDS	AGR2	MLPH
TFF3	DST	TMEM45B	TSC22D2	RARRES2	PKIB	LINC02086	ACVRL1	GALNT3	RNF43	ZFP36L1	MTUS1	MGST3	PAPSS2	NAT1	TSPAN5	LINC02023	HPGD
MT1H	ARHGDIA	MYO7B	HMGCS2	CDK18	TJP3	LRRC19	CDK18	HMGN2	EMP1	BCAS1	TJP3	HEPH	ABCC3	TIPARP	CD44	PKIB	SEC24D
GNA11	MYO7B	FLNB	ETHE1	GALNT3	TMEM45B	GMNN	PLS1	TCF7L2	ABHD2	CA8	QSOX1	PLSCR4	SULT1B1	EREG	TST	LIPH	CBFA2T2
NAT1	GCNT3	LGALS4	ABCC3	CHP1	CDKN2B	ARHGDIA	CEACAM7	TPRKB	MALT1	SH3GLB1	MGST3	GPRC5A	PLS1	SCIN	PAPSS2	MIER3	C19orf33
PRR5L	PLS1	SYNPO	NAP1L1	MALT1	SULT1B1	MTMR11	NEURL1	GCNT3	WFDC2	SPATS2L	ARPC2	IL18	RABAC1	IQGAP2	TCF7L2	PLSCR4	EMP1
CDKN2B	TRANK1	GMNN	MUC5B	KRT20	LAMA3	IMPA1	LRRC19	LINC02086	NAP1L1	AC005833.1	SH3KBP1	ETHE1	ATAD2	MAOA	NEURL1	CDK18	GMNN
C11orf24	IQGAP2	TSPAN5	VSIG2	GOLM1	KRT20	GPT	PLAC8	TJP3	BMP2K	COL16A1	MEIS1	CA2	LGALS4	HMGN2	SLC39A11	B2M	SPATS2L
SH3KBP1	B3GALT5	PLCD3	ARHGEF40	TSC22D2	GPRC5A	MEP1A	EREG	IL18	SLC39A11	A1CF	VSNL1	SI	ABHD2	CES2	SYNPO	MUC13	SDCBP2
NAAA	FBLIM1	SEMA5A	EPHB2	TSPAN8	SYNPO	ETHE1	LINC02023	SLC12A2	NBPF14	DHRS9	MALT1	TMPO	C19orf33	MTMR11	NFKBIZ	FOXO3	CDK18
GPT	AC024610.2	TXN	SCIN	B3GALT5	MALT1	TJP3	SLC46A3	PLSCR4	QSOX1	DDX60L	NBPF14	SH3KBP1	MS4A12	TMEM45B	GMNN	CHP1	SCIN
MEP1A	ADCY5	TCF7L2	RARRES2	FCGBP	LINC02086	PHLDA2	PHLDA2	PPP3CA	MS4A8	ANKRD36C	PLCD3	CDK6	ARHGDIA	HEPH	ANXA4	EIF2AK3	MT1H
SLC17A4	SCNN1B	TJP3	ADCY5	RPA3	PLAC8	MGLL	NUCKS1	C1orf21	TOX	MGAT5	ARHGDIA	RPS2	CLSPN	SPPL2A	ETHE1	CA8	MYH14
MALAT1	SLC46A3	IL18	PDZRN3	SPINK4	OSBPL8	MGST3	PRSS3	SULT1B1	SLC12A2	FAM177B	FLNB	GCNT3	HEATR5A	SEC61G	PLS1	GPT	ECT2
B4GALNT2	MS4A12	CDKN2B	ANXA4	SELENOK	RPS2	PAPSS2	IQGAP2	RPA3	NEO1	RAB27A	MYH14	SLC4A4	CASP1	TLE4	IQGAP2	TPRKB	DDX60L
LGALS4	PRR5L	PDZRN3	IMPA1	AC024610.2	HPGD	MAOA	SCNN1B	CDKN3	PLCD3	CAPN8	SELENOW	VSNL1	SYNPO	GMNN	CA2	SMIM31	QSOX1
IL18	MUC13	TSPAN1	CA7	AXDND1	MTMR11	ATP8A1	HGD	ZNRF3	IDH2	SEC31A	SULT1B1	SHROOM3	AC008397.1	HGD	FANCI	SLC26A3	PHLDA2
IDH2	PLPP1	RARRES2	PLSCR4	NEURL1	PRSS3	FRYL	RASSF6	DMBT1	ADH1C	GMDS	TSPAN5	CD44	PLCD3	FAM13A	ACVRL1	TSC22D2	CA1
ABLIM1	ABCC3	NUCKS1	PTPRO	VSNL1	LINC02568	TST	ADCY5	RABAC1	PLS1	FRYL	ABHD2	FBLIM1	RPS6	TMPO	TSPAN8	SHROOM3	PLCD3
GSDMB	EDN1	PTPRO	GSDMB	SH3KBP1	TSPAN5	CA4	VSIG2	IDH2	CA2	HSPA8	LCN2	HMGCS2	CST3	TST	TJP3	SMIM14	CA2
AC008397.1	ADIPOR2	LRRC19	SELENOW	ABCC3	SMC2	CA7	CTTN	NEO1	MUC2	SMIM31	SLC12A2	TCF7L2	CDH17	PTPRO	GNPTAB	MYADM	TMEM45B
CDK18	LINC02023	PLSCR4	FABP1	FBXO32	CES2	AC024610.2	TLE4	TFF3	LINC02086	DSC2	CA2	FLNB	TMEM45B	SH3KBP1	SH3KBP1	AC008397.1	ADH1C
NEURL1	MYH14	HMGN2	PPP3CA	PHLDA2	UGCG	ABLIM1	CEACAM1	ANXA4	FANCI	NAP1L1	HMGN2	CDKN3	TFF3	NAAA	LINC02568	FBXO32	RAB27A
FAM13A	PKIB	HMGCS2	MGST3	ARHGEF40	TST	CD44	CPEB4	TSPAN1	FTH1	SDCBP	RNF43	HELLS	GSDMB	PHLDA2	SMIM14	EHD4	SLC39A11
SULT1B1	CEACAM7	CDK18	CDH17	ASS1	CEACAM1	HMGN2	AC024610.2	HMGCS2	PRUNE2	CASP1	PLSCR4	ASS1	LBR	CDKN2B	ABCC3	ATF3	CA8
RPS2	HMGCS2	SH3KBP1	RNF43	PPP3CA	IMPA1	GCNT3	MALT1	TMPO	MSLN	TNFAIP3	HELLS	RPA3	HMGN2	SLC17A4	ZNRF3	FANCI	EREG
GNPTAB	GMNN	GMDS	NEURL1	CDKN3	SELENOK	FBLIM1	LINC02568	C10orf99	MUC5B	LMO7	HMGCS2	CDKN2B	DACH1	ETHE1	LBR	STK10	TRANK1
HPGD	NEURL1	TST	ARPC2	SPINK5	TXN	TSPAN1	HPGD	MYH14	LGALS4	ISG20	OSBPL8	ACSS2	TXN	GOLM1	CIT	ACVRL1	LAMA3
ACSS2	TSPAN8	LCN2	RPA3	ADCY5	C19orf33	ACSS2	ARPC2	SPINK5	FCGBP	FSIP2	C19orf33	SLC12A8	FANCI	CCDC68	NUCKS1	SLC39A11	CEACAM7
HMGCS2	ABHD2	PAPSS2	C10orf99	HEPH	AC024610.2	CCDC107	LIPH	NEURL1	SNHG19	TNNC2	CHP1	SELENOK	FRYL	CEACAM1	CTTN	CASP1	FAM114A1
LINC02023	SH3KBP1	FTH1	EMP1	MLPH	LBR	TSPAN8	CA2	WFDC2	IL1R2	FAM114A1	MSLN	SPINK5	FABP1	SELENOK	SH3GLB1	DHRS9	LGR5
C19orf33	NAAA	DMBT1	DYNLL1	VSIG2	GK	CIT	CD24	MT1H	FBXO32	MUC5B	EMP1	IL1R2	GMDS	MALT1	MUC2	GNA11	PLAC8
GOLM1	UNC5C	MS4A8	CA4	EMP1	SH3KBP1	RASSF6	C11orf24	PAPSS2	DDX60L	NXPE4	FDPS	NEURL1	MEP1A	PLCD3	ARPC2	FAM107B	GNPTAB
MGLL	CHP1	WFDC2	KRT20	PDZRN3	EDN1	NUCKS1	EMP1	EMP1	PAPSS2	SI	MAOA	MYADM	GPRC5A	MS4A12	PHLDA2	PDLIM5	IMPA1
RABAC1	ACVRL1	CIT	CDK18	ZNRF3	PRR5L	FANCI	RASEF	GPT	ZFP36L1	BMP2K	GALNT3	ATP8A1	EDN1	EMP1	HSPA8	LCN2	MALT1
PHLDA2	NOTCH2	ADH1C	PAPSS2	LAMA3	UNC5C	HMGCS2	FSIP2	PLEKHB1	KRT20	FABP1	ADCY5	CRYL1	RARRES2	THBS1	CES2	NBPF14	IL18
CEACAM1	PPP3CA	SLC46A3	MUC13	MTUS1	PLS1	UNC5C	ATP8A1	CDK6	BEST4	CST3	MS4A12	HPCAL1	NOTCH2	NEO1	HMGCS2	CAPN8	SLC17A4
TSPAN8	BCAS1	BEST4	C19orf33	HELLS	SPATS2L	DMBT1	PKIB	SELENOW	GMNN	ADIPOR2	FABP1	TSC22D2	SYTL2	PLSCR4	SLC46A3	HSPA8	PTPRN2
TMEM54	NXPE4	LGALS2	GOLM1	SLC4A7	ADIPOR2	MS4A8	FBLIM1	TNNC2	DYNLL1	SMIM14	LTBP1	NAP1L1	NEURL1	GALNT3	CDKN2B	EMP1	SULT1B1
NXPE4	SMIM31	PKIB	FLNB	TICAM1	NFKBIZ	RNF43	CAPN8	SEC61G	ASS1	MUC13	C1orf21	TFF3	MYO7B	UNC5C	FDPS	NAP1L1	NBPF14
IMPA1	EHD4	IQGAP2	TSPAN1	DYNLL1	EREG	VSIG2	HMGCR	ANXA13	LINC00261	SLC4A7	SPPL2A	KRT20	WFDC2	FRYL	LGALS2	QSOX1	ABCC3
ABHD2	LMO7	MYH14	NAT1	PLSCR4	RASEF	C1orf21	MGLL	FBLIM1	AC005833.1	B4GALNT2	NUCKS1	HPGD	CA1	ARHGEF40	CBFA2T2	CD24	ADIPOR2
MAOA	PLCD3	SPPL2A	DACH1	GCNT3	NAT1	ADH1C	SEMA5A	C19orf33	SEC24D	ASS1	SELENOK	TSPAN5	MSLN	CEACAM7	IMPA1	PHLDA2	CEACAM1
B3GALT5	ANXA4	KRT20	RPS2	ATAD2	CEACAM7	MALT1	SULT1B1	SCIN	SDCBP	SLC39A11	CDK18	FTH1	PTPRO	PPP3CA	PKIB	GK	TIPARP
MGST3	MS4A8	CRYL1	B4GALNT2	CLSPN	TMPO	ACVRL1	B3GALT5	TST	CHP1	SMC2	GPRC5A	DMBT1	DDX60L	HPGD	BEST4	MSLN	CIT
NUCKS1	MIER3	NAT1	GNPTAB	EHD4	SHROOM3	SNHG19	RPS2	SI	ATF3	IL1R2	HEATR5A	RASEF	MEIS1	A1CF	MEIS1	SEC61G	IDH2
SELENOK	VSIG2	SELENOK	AC024610.2	TNFAIP3	FAM13A	GNA11	SEC61G	KRT20	HEATR5A	RABAC1	CDK6	FBXO32	CA8	LRRC19	FCGBP	FAM177B	MUC5B
CTTN	HMGCR	MGLL	CA8	CAPN8	GMNN	GDF15	MIER3	MEIS1	ATAD2	LYPD8	C11orf24	SCIN	BEST4	LINC02086	SLC4A4	PLPP1	LTBP1
FRYL	LYPD8	UNC5C	GNA11	B4GALNT2	VSIG2	ARPC2	LINC02086	CCDC107	GPT	ANXA13	TMEM45B	NFKBIZ	FLNB	NUCKS1	CDH17	FAM13A	CCDC68
MSLN	TMEM45B	TMPO	FBXO32	LGALS2	TNFAIP3	KLK1	HEPH	ACSS2	MYRIP	SPINK1	AC024610.2	EMP1	CCDC68	MIER3	PLSCR4	SNHG19	MUC2
CA4	SLC26A3	ABHD2	NBPF14	CYP3A5	ADCY5	AXDND1	MGST3	FTH1	SDCBP2	FBXO32	PRR5L	C1orf21	HPGD	MGST3	GPRC5A	LINC00261	CA7
CA2	C11orf24	QSOX1	MAOA	RPS2	LIPH	SLC26A3	DST	SEMA5A	SH3GLB1	HELLS	GOLM1	KLK1	SCIN	LYPD8	NAT1	SELENOK	CPEB4
C10orf99	PAPSS2	MEIS1	CES2	TCF7L2	BEST4	NEO1	MS4A8	HPGD	UNC5C	NEDD4L	SNHG19	AC005833.1	DDX60	ABHD2	TFF3	SDCBP2	LINC02568
TST	NBPF14	ARHGDIA	HMGN2	FBLIM1	ZNRF3	MEIS1	SPPL2A	MUC5B	ANXA4	MYADM	LGALS2	SLC12A2	FCGBP	SLC12A2	FLNB	HELLS	MYADM
CCDC68	PDLIM5	TSPAN8	GALNT3	DACH1	MS4A8	CDK18	CA7	NAP1L1	RAB27A	DYNLL1	SPINK4	LGALS2	PHLDA2	GDF15	CLSPN	ETHE1	GALNT3
HGD	AXDND1	TMEM54	IL1R2	LIPH	SPINK4	PPP3CA	GSDMB	ARHGEF40	COL16A1	SDCBP2	SEC61G	COX17	SELENOK	FDPS	CEACAM7	COX17	SCNN1B
MIER3	TFF3	EDN1	B3GALT5	ST6GALNAC1	HSPA8	ADCY5	LGALS4	MGST3	GALNT8	TMEM54	RPS2	SULT1B1	C10orf99	RABAC1	TICAM1	MGLL	STK17A
FABP1	CDKN2B	LBR	SNHG19	SCIN	C11orf24	CDK6	NOTCH2	BEST4	MUC13	RASEF	TICAM1	AC024610.2	BCKDHB	MT1H	FRYL	KCNMA1	SLC12A2
CA1	SYNPO	CA7	ATF3	FABP1	SEMA5A	UGCG	CST3	THBS1	GALNT3	SPINK5	GMDS	FCGBP	ANXA13	PKIB	EPHB2	CDKN2B	PKIB
SELENOW	CTTN	VSIG2	GPT	HMGN2	EHD4	QSOX1	QSOX1	GNPTAB	NFKBIZ	MALAT1	TST	LBR	SPPL2A	CPEB4	SLC4A7	DSC2	CDH17
SEC61G	OSBPL8	SPINK4	PHLDA2	STK17A	AREG	FDPS	GK	SPPL2A	EIF2AK3	PLPP1	TMPRSS2	TICAM1	TNNC2	SHROOM3	PRSS3	GNA14	GPRC5A
HEPH	TMPRSS2	PRR5L	SLC4A7	SDCBP2	MS4A12	LINC02568	PLPP1	CDCA8	MALAT1	AC008397.1	ETHE1	FABP1	CA4	GCNT3	TXN	SPATS2L	FABP1
BEST4	CD24	ETHE1	TFF3	FANCI	LGALS2	TMEM54	PLSCR4	B3GALT5	CA1	RPA3	CRYL1	PAPSS2	IQGAP2	GNPTAB	HPGD	EPHB2	CHP1
RARRES2	TLE4	IMPA1	SULT1B1	SLC12A8	PLEKHB1	GSDMB	LAMA3	NBPF14	NEDD4L	DST	GCNT3	ARHGEF40	MLPH	PDLIM5	AXDND1	MUC2	TJP3
LINC02568	CST3	MSLN	SELENOK	LGALS4	FBLIM1	TFF3	MYH14	SELENOK	PTPRN2	SEC61G	KRT20	TNFAIP3	SLC17A4	MS4A8	ATP8A1	BEST4	PRR5L
CST3	ISG20	TICAM1	TSPAN5	EPHB2	MGLL	CEACAM7	CHP1	TMPRSS2	NEURL1	DDX60	MLPH	SPINK4	UNC5C	C19orf33	LCN2	EDN1	TICAM1
ARHGEF40	CA4	ATAD2	MALT1	CA2	CA1	C19orf33	TST	ABLIM1	STK10	C1orf21	HSPA8	BEST4	KLK1	TXN	PPP3CA	CLIC4	CRYL1
HMGN2	CA7	MEP1A	MS4A12	MUC13	HELLS	B3GALT5	LYPD8	CTTN	GSDMB	MSLN	RABAC1	ANXA13	CEACAM1	LINC02568	UGCG	B4GALNT2	MS4A12
GDF15	MGAT5	CA4	HELLS	FTH1	MIER3	HMGCR	ADIPOR2	FANCI	TLE4	HPCAL1	CA4	CHP1	DMBT1	IL1R2	HMGN2	NEDD4L	BEST4
