p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	avg_log2FC
9.2088143622166e-204	0.452022880803562	0.72	0.482	1.79120648159475e-199	cluster_3	PKIB	0.652131168503642
7.77855890739679e-139	0.442814052283545	0.544	0.334	1.51300749307775e-134	cluster_3	ATF3	0.638845637265417
2.22123742178647e-112	0.44196872512248	0.398	0.223	4.32052890911686e-108	cluster_3	TSNARE1	0.637626087962219
8.0068938594558e-139	0.43657906821464	0.754	0.603	1.55742092460275e-134	cluster_3	MVD	0.629850456669185
1.10824414852604e-117	0.425421009118733	0.705	0.54	2.15564569329801e-113	cluster_3	ISG20	0.613752780145574
2.39655842757263e-126	0.421016457188288	0.87	0.826	4.66154579747153e-122	cluster_3	ANXA5	0.607398354918184
3.51991892463445e-144	0.420504094402625	0.507	0.303	6.84659430030647e-140	cluster_3	ACSS2	0.606659171668172
2.13516865827343e-164	0.419393079990717	0.849	0.682	4.15311655720764e-160	cluster_3	FHL2	0.605056316685756
4.07577690765271e-100	0.416985957603468	0.989	0.984	7.9277936630753e-96	cluster_3	HSPA5	0.601583573154859
3.09137638661723e-121	0.414422347401863	0.53	0.337	6.01303620960917e-117	cluster_3	DNAJB9	0.59788506543023
8.39652108370918e-117	0.411057468874053	0.654	0.479	1.63320731599227e-112	cluster_3	SLC7A11	0.593030571864966
1.71818774157313e-101	-0.405726708949352	0.09	0.271	3.34204697613389e-97	cluster_3	CEP55	-0.585339910957429
4.35764407918938e-92	-0.406344717955193	0.931	0.958	8.47605349843126e-88	cluster_3	DEK	-0.586231509485382
5.50036180912863e-154	-0.406361769036101	0.083	0.319	1.06987537549361e-149	cluster_3	LMNB1	-0.58625610899525
2.79274353611884e-181	-0.4087142385814	0.686	0.84	5.43216545210476e-177	cluster_3	HACD3	-0.589650005142095
4.06518177054342e-26	-0.410927938827075	0.61	0.646	7.907185061884e-22	cluster_3	IFI6	-0.592843699508545
1.60276488970607e-110	-0.411505086522582	0.601	0.745	3.11753798696728e-106	cluster_3	DUT	-0.593676347626712
3.10921854701928e-145	-0.412739819243628	0.998	1	6.0477409958072e-141	cluster_3	HSP90AA1	-0.595457690400189
6.08538744499681e-118	-0.414902510161281	0.352	0.547	1.18366871192633e-113	cluster_3	SNRNP25	-0.598577793862063
3.35719277302658e-109	-0.416871499879834	0.373	0.551	6.53007566281401e-105	cluster_3	SKA2	-0.60141844556458
1.22787007598545e-32	-0.417760923867635	0.573	0.652	2.3883300847993e-28	cluster_3	BAZ1A	-0.602701613141029
8.59464937558404e-101	-0.422726769861274	0.35	0.522	1.67174525004485e-96	cluster_3	HMGB3	-0.609865814529871
6.05498380473722e-127	-0.422750918740626	0.099	0.309	1.17775489985944e-122	cluster_3	ZWINT	-0.609900653998354
3.69995581384486e-109	-0.42370241622642	0.095	0.283	7.19678405350963e-105	cluster_3	KNL1	-0.611273374702528
2.59661784430769e-34	-0.42555098248995	0.256	0.368	5.05068136896289e-30	cluster_3	KLK1	-0.613940292083677
2.07282380279052e-35	-0.427221360057088	0.827	0.877	4.03184957880784e-31	cluster_3	SNX6	-0.616350137516199
1.39928964819015e-103	-0.430895990829845	0.149	0.34	2.72175829469466e-99	cluster_3	BRCA1	-0.621651509109154
2.85537544860424e-39	-0.433868349425895	0.372	0.466	5.5539907850801e-35	cluster_3	IFIT3	-0.625939716115419
1.07208066840819e-60	-0.435100741360014	0.958	0.963	2.08530410812077e-56	cluster_3	TUBB	-0.627717681847203
2.85183406379847e-41	-0.437648899280394	0.233	0.352	5.5471024374944e-37	cluster_3	ID3	-0.631393896642338
2.12653121998908e-107	-0.437974060979429	0.59	0.726	4.13631587600075e-103	cluster_3	RPA3	-0.631863005813023
1.31667841452643e-132	-0.44343143393183	0.495	0.672	2.56107118409536e-128	cluster_3	TMEM106C	-0.639736330707733
3.2571851047941e-81	-0.451717192240762	0.561	0.7	6.33555074733501e-77	cluster_3	ARL6IP1	-0.651690153130034
5.03039491554717e-120	-0.459607216630078	0.18	0.383	9.78462115023081e-116	cluster_3	CENPK	-0.663073052188993
5.65597393945262e-49	-0.467722106445605	0.294	0.41	1.10014349096293e-44	cluster_3	IFI44L	-0.674780363483214
7.88669554197443e-109	-0.468603334538386	0.16	0.354	1.53404114986945e-104	cluster_3	FEN1	-0.676051706882562
3.87384788897577e-107	-0.473087761897755	0.265	0.451	7.53502152884676e-103	cluster_3	RRM1	-0.682521367995151
1.13883333747799e-150	-0.478791171848159	0.626	0.772	2.21514472472843e-146	cluster_3	NASP	-0.690749649246754
1.80732108266362e-99	-0.482466102569099	0.346	0.529	3.51542023788901e-95	cluster_3	DHFR	-0.696051453573465
2.96374916235294e-102	-0.484336923525746	0.494	0.635	5.7647884956927e-98	cluster_3	ECT2	-0.698750477690011
8.26297539960926e-110	-0.485878403535075	0.252	0.46	1.607231344978e-105	cluster_3	MCM3	-0.700974363255099
1.87640697105873e-92	-0.486900722725745	0.996	0.997	3.64979919940633e-88	cluster_3	H2AFZ	-0.702449258081684
8.11413587316785e-124	-0.488268530198203	0.077	0.278	1.57828056868988e-119	cluster_3	CCNA2	-0.70442258713909
1.18318047055627e-117	-0.489193856080285	0.429	0.607	2.30140433327901e-113	cluster_3	MCM7	-0.705757550200377
1.3944715454246e-44	-0.489475184195759	0.533	0.618	2.7123866030054e-40	cluster_3	IFITM3	-0.706163420877434
4.19694361449859e-124	-0.490123888271425	0.138	0.35	8.16347502456121e-120	cluster_3	HELLS	-0.707099303030401
2.20957885569143e-109	-0.501519273173352	0.181	0.373	4.29785183220541e-105	cluster_3	CDKN3	-0.723539368317432
1.015187864995e-111	-0.504992767767853	0.544	0.725	1.97464191620177e-107	cluster_3	HLA-B	-0.728550561743473
9.63380164450742e-138	-0.506042283661849	0.737	0.861	1.87387075787314e-133	cluster_3	FABP5	-0.730064693119075
7.79003830810263e-122	-0.514315827336395	0.126	0.335	1.51524035130904e-117	cluster_3	BRCA2	-0.742000893548922
1.23926308453086e-132	-0.51525480687664	0.284	0.492	2.41049062572097e-128	cluster_3	H2AFX	-0.743355554675129
1.85878927560479e-34	-0.515605727821514	0.919	0.909	3.61553101997888e-30	cluster_3	UBE2S	-0.743861826582042
9.7860077195124e-89	-0.517265398948472	0.13	0.299	1.90347636152236e-84	cluster_3	CDC20	-0.746256225886412
3.42078121720652e-15	-0.517634524653655	0.768	0.79	6.65376154558841e-11	cluster_3	ARHGAP5	-0.746788761710744
8.0034707412256e-126	-0.518549357798006	0.218	0.432	1.55675509387579e-121	cluster_3	CENPW	-0.74810858695134
1.33105426302136e-28	-0.52091805451463	0.163	0.257	2.58903364700284e-24	cluster_3	MT1X	-0.751525893957784
3.2226921088989e-81	-0.521287097816389	0.096	0.251	6.26845842101926e-77	cluster_3	HIST1H1B	-0.752058310899104
1.55548358293777e-103	-0.5279931914238	0.089	0.27	3.02557111717225e-99	cluster_3	PLK1	-0.761733158890253
6.73159316239569e-07	-0.538702588546696	0.25	0.287	0.0130936218601759	cluster_3	MT1E	-0.777183553010366
3.49085305188478e-40	-0.543345352744136	0.23	0.346	6.79005827122109e-36	cluster_3	G2E3	-0.78388164589403
9.90851373243603e-279	-0.548569931721394	0.828	0.959	1.92730500609613e-274	cluster_3	SLC12A2	-0.791419120075252
4.29388849640377e-114	-0.549924664453446	0.118	0.312	8.35204251435498e-110	cluster_3	RRM2	-0.793373586269514
3.88029407424011e-129	-0.551213955022702	0.156	0.371	7.54756000380444e-125	cluster_3	TYMS	-0.795233639380044
3.59281900547952e-121	-0.552419800904847	0.324	0.525	6.98839224755822e-117	cluster_3	CKAP2	-0.796973307254291
6.20779483643923e-23	-0.562450171951693	0.211	0.292	1.20747817363579e-18	cluster_3	LCN15	-0.811444073821852
1.43427402220534e-43	-0.563649687550048	0.523	0.603	2.78980640059161e-39	cluster_3	KPNA2	-0.813174609027068
6.09448575744113e-193	-0.575741534267222	0.472	0.678	1.18543842467987e-188	cluster_3	TMPO	-0.830619456321124
4.69441704337696e-203	-0.578686480505537	0.975	0.984	9.13111059107252e-199	cluster_3	RANBP1	-0.834868115654826
4.74601486583735e-88	-0.580708815697416	0.17	0.339	9.23147351554022e-84	cluster_3	AURKA	-0.837785728607165
1.20194210441321e-142	-0.584420774692805	0.443	0.617	2.33789758729414e-138	cluster_3	DTYMK	-0.843140953441796
5.51312447693477e-101	-0.585034101529324	0.33	0.509	1.07235784200858e-96	cluster_3	PCNA	-0.844025797027286
1.1574107739253e-92	-0.587544506484993	0.112	0.282	2.2512796963621e-88	cluster_3	CDK1	-0.847647545807453
3.23807085619009e-81	-0.593162416307657	0.266	0.42	6.29837162237534e-77	cluster_3	CCNB2	-0.855752476448771
9.31720166764366e-146	-0.604415721222722	0.213	0.435	1.81228889637337e-141	cluster_3	MAD2L1	-0.871987563643346
1.15077976721599e-150	-0.607929031846407	0.183	0.414	2.23838172521182e-146	cluster_3	UBE2T	-0.87705619945724
5.4645686008206e-225	-0.61461360422238	0.964	0.987	1.06291323854561e-220	cluster_3	HMGN2	-0.88669999887452
6.7090993264819e-81	-0.616669480243821	0.753	0.81	1.30498690999399e-76	cluster_3	CKS2	-0.889666001015335
6.57472998035413e-120	-0.61802104930024	0.277	0.471	1.27885072847868e-115	cluster_3	TK1	-0.89161590299045
1.59150163964613e-37	-0.622888402449358	0.349	0.46	3.09562983927569e-33	cluster_3	MT2A	-0.898638009240937
5.11459408226072e-132	-0.629237860457952	0.965	0.986	9.94839694940532e-128	cluster_3	TUBB4B	-0.907798340822269
5.42525446438579e-67	-0.633614709726269	0.852	0.903	1.05526624586768e-62	cluster_3	HIST1H4C	-0.914112799556388
1.90302982021321e-138	-0.638558805362604	0.174	0.398	3.70158330329672e-134	cluster_3	KIF20B	-0.92124562181261
6.2585914642391e-159	-0.646871671478542	0.996	0.997	1.21735862570915e-154	cluster_3	HMGB1	-0.933238552533647
1.26331508011419e-53	-0.653523007804631	0.783	0.872	2.45727416233011e-49	cluster_3	SOX4	-0.942834402466581
1.34271756372066e-92	-0.671672991121129	0.441	0.58	2.61171993319306e-88	cluster_3	PCLAF	-0.96901929338951
2.27000230892744e-114	-0.695374071811847	0.106	0.3	4.41538149109477e-110	cluster_3	ASPM	-1.00321272496572
6.97744204938437e-129	-0.697111774791812	0.19	0.405	1.35718225302575e-124	cluster_3	BIRC5	-1.00571970043745
2.11937591432945e-99	-0.707225218492856	0.257	0.435	4.12239809096221e-95	cluster_3	ATAD2	-1.02031031551126
1.61658137724314e-170	-0.710790416229665	0.38	0.602	3.14441243687564e-166	cluster_3	SMC4	-1.02545380860594
1.8535427334224e-118	-0.748505154050149	0.103	0.301	3.60532597077992e-114	cluster_3	HMMR	-1.07986467382798
1.36080393976882e-92	-0.820298424872038	0.399	0.543	2.64689974324434e-88	cluster_3	PTTG1	-1.18344046961192
2.42389613888191e-146	-0.854482286476402	0.423	0.63	4.7147203797392e-142	cluster_3	MDK	-1.23275735722697
1.09538211555442e-137	-0.855390195785688	0.149	0.365	2.1306277529649e-133	cluster_3	NUSAP1	-1.23406719348505
9.40149405698391e-61	-0.905810449886079	0.405	0.555	1.82868460902394e-56	cluster_3	TFF3	-1.30680824403605
2.19362868685506e-107	-0.929841873436723	0.211	0.4	4.26682715880178e-103	cluster_3	CCNB1	-1.34147825961806
5.13424591334263e-260	-0.964092212651454	0.542	0.746	9.98662172604275e-256	cluster_3	STMN1	-1.39089105415192
2.89635382307035e-125	-0.967517668643841	0.243	0.445	5.63369782125414e-121	cluster_3	CENPF	-1.39583294252492
7.21484421785034e-130	-0.971704263754724	0.421	0.576	1.40335934881407e-125	cluster_3	HMGB2	-1.4018729225296
7.17137888504925e-133	-0.987596532547042	0.285	0.486	1.39490490693093e-128	cluster_3	TPX2	-1.42480061990475
1.78494164454796e-39	-1.02619266152915	0.299	0.4	3.47188999281024e-35	cluster_3	HES6	-1.48048306378476
2.98355789215013e-211	-1.03269000362247	0.909	0.965	5.80331845602122e-207	cluster_3	TUBA1B	-1.48985674700175
1.72475924478612e-96	-1.06752225196169	0.231	0.404	3.35482920703348e-92	cluster_3	UBE2C	-1.54010905894375
2.17053460327653e-146	-1.0836365864533	0.26	0.471	4.22190685683319e-142	cluster_3	MKI67	-1.56335712940202
1.40883654064394e-141	-1.19202626226266	0.229	0.443	2.74032795520653e-137	cluster_3	TOP2A	-1.71973037717575
